Airdate,Animation,Animation Supervisor,Copyright year,Creative,Episode ?,Guest(s),Line Producer,Main,Next,Previous,Production code,Running time,Season ?,Sister episode(s),Storyboard,Storyboard Artist(s),Supervising,Supervising Producer(s),Technical,U.S. premiere time (ET),U.S. viewers (millions),Writer(s),characters,title
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 15,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 39,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 82,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 69,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 17,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Sandals,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Harold,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 67,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Richard,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Patrick Star,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Nosferatu,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,French Narrator,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Squidward Tentacles,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Eugene H. Krabs,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,SpongeBob SquarePants,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Hash-slinging slasher,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidentals,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Tom,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 49,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 30,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 85,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Charlie,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 118,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 107,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Carol,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 105,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 60,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 40,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 15,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 39,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 82,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 69,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 17,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Sandals,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Harold,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Incidental 67,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Richard,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Patrick Star,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Jay Lender,Nosferatu,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,French Narrator,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Squidward Tentacles,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Eugene H. Krabs,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,SpongeBob SquarePants,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Hash-slinging slasher,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidentals,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Tom,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 49,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 30,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 85,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Charlie,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 118,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 107,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Carol,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 105,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 60,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 40,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 15,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 39,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 82,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 69,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 17,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Sandals,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Harold,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Incidental 67,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Richard,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Patrick Star,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Jay Lender (uncredited),,,,8:00 pm,3.70,Dan Povenmire,Nosferatu,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,French Narrator,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Squidward Tentacles,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Eugene H. Krabs,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,SpongeBob SquarePants,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Hash-slinging slasher,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidentals,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Tom,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 49,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 30,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 85,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Charlie,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 118,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 107,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Carol,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 105,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 60,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 40,Graveyard Shift
"January 24, 2002",Sean Dempsey,,2001[note 1],Derek Drymon,36a,Max Schreck as Count Orlok,,,Krusty Love,Band Geeks,5571-176,"11 minutes, 1 second",2,Krusty Love,Dan Povenmire,Dan Povenmire (uncredited),,,,8:00 pm,3.70,Doug Lawrence,Incidental 15,Graveyard Shift
